Prefetcher,Benchmark,IPC,L2C Miss Latency,L2C Misses,Prefetch Requested,Prefetch Issued,Prefetch Useful
ip_stride,xz,1.427,170.5,1196004.0,280862.0,280862.0,89851.0
next_line,perlbench,1.288,130.6,288094.0,1160101.0,1160101.0,56723.0
next_line,gcc,0.914,98.05,7406468.0,4555104.0,4555104.0,4029813.0
next_line,bwaves,1.996,260.4,106212.0,17581.0,17581.0,17273.0
next_line,mcf,0.435,76.0,19307466.0,12904270.0,12904270.0,3537445.0
next_line,cactuBSSN,1.481,19.07,10917452.0,46168752.0,46168752.0,4859783.0
next_line,lbm,0.4791,597.2,26463646.0,5433609.0,5433609.0,2508447.0
next_line,omnetpp,0.3869,157.5,12495961.0,7427732.0,7427732.0,1541609.0
next_line,wrf,1.256,253.0,637110.0,1531710.0,1531710.0,198049.0
next_line,xalancbmk,1.08,54.26,6269778.0,20993678.0,20993678.0,609780.0
next_line,x264,2.005,215.5,892695.0,2402289.0,2402289.0,365770.0
next_line,cam4,1.245,981.1,2916635.0,1121342.0,1121342.0,193537.0
next_line,pop2,1.567,186.1,4367027.0,3645777.0,3645777.0,1831470.0
next_line,deepsjeng,1.153,156.7,405192.0,649524.0,649524.0,8650.0
next_line,imagick,3.311,16.5,54010.0,4447014.0,4447014.0,19052.0
next_line,leela,1.167,169.6,107371.0,501586.0,501586.0,31090.0
next_line,nab,1.04,128.9,107750.0,1135923.0,1135923.0,92810.0
next_line,exchange2,1.701,167.6,226.0,4537.0,4537.0,73.0
next_line,fotonik3d,0.6763,198.6,7217959.0,6564714.0,6564714.0,4687820.0
next_line,roms,1.622,192.2,676394.0,309074.0,309074.0,299186.0
next_line,xz,1.416,166.7,1834975.0,1321172.0,1321172.0,174441.0
no_pref,perlbench,1.275,141.5,176835.0,0.0,0.0,0.0
no_pref,gcc,0.5362,167.0,4310698.0,0.0,0.0,0.0
no_pref,bwaves,1.97,209.4,105454.0,0.0,0.0,0.0
no_pref,mcf,0.3704,89.75,10408683.0,0.0,0.0,0.0
no_pref,cactuBSSN,1.081,145.4,6459002.0,0.0,0.0,0.0
no_pref,lbm,0.4716,569.4,22257380.0,0.0,0.0,0.0
no_pref,omnetpp,0.3733,157.1,8024964.0,0.0,0.0,0.0
no_pref,wrf,1.22,223.0,572534.0,0.0,0.0,0.0
no_pref,xalancbmk,1.097,102.3,1744809.0,0.0,0.0,0.0
no_pref,x264,1.785,199.7,736816.0,0.0,0.0,0.0
no_pref,cam4,1.226,936.7,2747151.0,0.0,0.0,0.0
no_pref,pop2,1.246,168.6,3228080.0,0.0,0.0,0.0
no_pref,deepsjeng,1.154,155.6,270642.0,0.0,0.0,0.0
no_pref,imagick,3.259,162.6,19534.0,0.0,0.0,0.0
no_pref,leela,1.159,174.5,79946.0,0.0,0.0,0.0
no_pref,nab,1.017,158.4,103090.0,0.0,0.0,0.0
no_pref,exchange2,1.701,167.4,157.0,0.0,0.0,0.0
no_pref,fotonik3d,0.3922,216.9,4753360.0,0.0,0.0,0.0
no_pref,roms,1.456,224.7,516922.0,0.0,0.0,0.0
no_pref,xz,1.414,169.1,1055708.0,0.0,0.0,0.0
